销售日期,单品名称,分类名称,单品销量(天)
2020-11-21,白玉菇(袋),食用菌,12.0
2020-11-21,紫茄子,茄类,12.751
2020-11-21,红杭椒,辣椒类,1.494
2020-11-21,红椒,辣椒类,7.677
2020-11-21,红灯笼椒,辣椒类,0.525
2020-11-21,茼蒿,花叶类,24.041
2020-11-21,菜心,花叶类,6.425
2020-11-21,菠菜,花叶类,47.819
2020-11-21,蔡甸藜蒿,花叶类,5.079
2020-11-21,虫草花(袋),食用菌,6.0
2020-11-21,螺丝椒,辣椒类,4.649
2020-11-21,西兰花,花菜类,72.819
2020-11-21,西峡香菇,食用菌,11.103
2020-11-21,豌豆尖,花叶类,2.049
2020-11-21,野生粉藕,水生根茎类,4.178
2020-11-21,金针菇,食用菌,25.102
2020-11-21,金针菇(袋),食用菌,45.0
2020-11-21,青尖椒,辣椒类,2.04
2020-11-21,青梗散花,花菜类,41.247
2020-11-21,青线椒,辣椒类,4.364
2020-11-21,青茄子,茄类,7.425
2020-11-21,鲜木耳,食用菌,0.787
2020-11-21,黄心菜,花叶类,6.255
2020-11-21,黄白菜,花叶类,9.432
2020-11-22,七彩椒,辣椒类,0.505
2020-11-22,上海青,花叶类,11.866999999999999
2020-11-22,云南油麦菜,花叶类,16.708
2020-11-22,云南生菜,花叶类,26.226
2020-11-22,净藕,水生根茎类,67.538
2020-11-22,四川红香椿,花叶类,0.284
2020-11-22,圆茄子,茄类,2.688
2020-11-22,大白菜,花叶类,178.27100000000002
2020-11-22,大龙茄子,茄类,4.41
2020-11-22,奶白菜,花叶类,6.591
2020-11-22,姬菇(包),食用菌,8.0
2020-11-22,娃娃菜,花叶类,14.0
2020-11-22,小白菜,花叶类,1.87
2020-11-22,小米椒,辣椒类,1.972
2020-11-22,平菇,食用菌,18.044999999999998
2020-11-22,杏鲍菇,食用菌,4.731
2020-11-22,杏鲍菇(袋),食用菌,17.0
2020-11-22,枝江红菜苔,花叶类,15.233
2020-11-22,泡泡椒(精品),辣椒类,76.578
2020-11-22,海鲜菇(袋),食用菌,16.0
2020-11-22,灯笼椒,辣椒类,0.231
2020-11-22,牛首油菜,花叶类,32.636
2020-11-22,甜白菜,花叶类,5.364
2020-11-22,白玉菇(袋),食用菌,16.0
2020-11-22,紫茄子,茄类,14.301
2020-11-22,红杭椒,辣椒类,1.693
2020-11-22,红椒,辣椒类,7.5249999999999995
2020-11-22,红灯笼椒,辣椒类,1.536
2020-11-22,茼蒿,花叶类,23.399
2020-11-22,菜心,花叶类,11.124
2020-11-22,菠菜,花叶类,8.345
2020-11-22,蔡甸藜蒿,花叶类,2.96
2020-11-22,虫草花(袋),食用菌,13.0
2020-11-22,螺丝椒,辣椒类,4.569
2020-11-22,西兰花,花菜类,82.152
2020-11-22,西峡花菇,食用菌,44.844
2020-11-22,西峡香菇,食用菌,0.465
2020-11-22,金针菇,食用菌,22.069
2020-11-22,青尖椒,辣椒类,0.776
2020-11-22,青梗散花,花菜类,37.444
2020-11-22,青线椒,辣椒类,3.836
2020-11-22,青茄子,茄类,5.534
2020-11-22,黄心菜,花叶类,7.725
2020-11-22,黄白菜,花叶类,9.365
2020-11-23,七彩椒,辣椒类,0.308
2020-11-23,上海青,花叶类,5.281
2020-11-23,云南油麦菜,花叶类,3.375
2020-11-23,云南生菜,花叶类,26.255
2020-11-23,净藕,水生根茎类,34.987
2020-11-23,圆茄子,茄类,1.505
2020-11-23,大白菜,花叶类,121.434
2020-11-23,大龙茄子,茄类,4.1979999999999995
2020-11-23,奶白菜,花叶类,9.033
2020-11-23,姬菇(包),食用菌,5.0
2020-11-23,娃娃菜,花叶类,9.0
2020-11-23,小白菜,花叶类,3.256
2020-11-23,小米椒,辣椒类,1.096
2020-11-23,平菇,食用菌,13.128
2020-11-23,杏鲍菇,食用菌,3.907
2020-11-23,杏鲍菇(袋),食用菌,11.0
2020-11-23,枝江红菜苔,花叶类,11.638
2020-11-23,泡泡椒(精品),辣椒类,45.235
2020-11-23,海鲜菇(袋),食用菌,57.0
2020-11-23,牛首油菜,花叶类,25.932
2020-11-23,甜白菜,花叶类,5.188
2020-11-23,白玉菇(袋),食用菌,8.0
2020-11-23,白菜苔,花叶类,5.203
2020-11-23,紫茄子,茄类,10.199
2020-11-23,红杭椒,辣椒类,0.366
2020-11-23,红椒,辣椒类,3.716
2020-11-23,红灯笼椒,辣椒类,1.2429999999999999
2020-11-23,茼蒿,花叶类,19.1
2020-11-23,菜心,花叶类,6.666
2020-11-23,蔡甸藜蒿,花叶类,3.146
2020-11-23,虫草花(袋),食用菌,10.0
2020-11-23,螺丝椒,辣椒类,3.556
2020-11-23,西兰花,花菜类,46.209
2020-11-23,西峡花菇,食用菌,17.55
2020-11-23,西峡香菇,食用菌,5.7010000000000005
2020-11-23,豌豆尖,花叶类,6.793
2020-11-23,金针菇,食用菌,14.329
2020-11-23,金针菇(袋),食用菌,49.0
2020-11-23,青尖椒,辣椒类,1.026
2020-11-23,青梗散花,花菜类,28.414
2020-11-23,青线椒,辣椒类,2.51
2020-11-23,鲜木耳,食用菌,1.173
2020-11-23,黄心菜,花叶类,17.376
2020-11-23,黄白菜,花叶类,15.635
2020-11-24,七彩椒,辣椒类,0.222
2020-11-24,上海青,花叶类,5.805
2020-11-24,云南油麦菜,花叶类,4.297
2020-11-24,云南生菜,花叶类,8.599
2020-11-24,净藕,水生根茎类,44.692
2020-11-24,圆茄子,茄类,1.075
2020-11-24,大白菜,花叶类,67.471
2020-11-24,大龙茄子,茄类,0.947
2020-11-24,奶白菜,花叶类,4.640000000000001
2020-11-24,姬菇(包),食用菌,4.0
2020-11-24,娃娃菜,花叶类,11.0
2020-11-24,小米椒,辣椒类,1.2249999999999999
2020-11-24,平菇,食用菌,11.58
2020-11-24,杏鲍菇,食用菌,3.6060000000000003
2020-11-24,杏鲍菇(袋),食用菌,2.0
2020-11-24,枝江红菜苔,花叶类,6.677
2020-11-24,泡泡椒(精品),辣椒类,38.44
2020-11-24,海鲜菇(袋),食用菌,13.0
2020-11-24,牛首油菜,花叶类,46.58
2020-11-24,甜白菜,花叶类,13.986
2020-11-24,白玉菇(袋),食用菌,7.0
2020-11-24,紫茄子,茄类,6.673
2020-11-24,红杭椒,辣椒类,0.594
2020-11-24,红椒,辣椒类,3.88
2020-11-24,红灯笼椒,辣椒类,0.546
2020-11-24,茼蒿,花叶类,19.666
2020-11-24,菜心,花叶类,5.621
2020-11-24,菠菜,花叶类,23.167
2020-11-24,蔡甸藜蒿,花叶类,2.011
2020-11-24,虫草花(袋),食用菌,3.0
2020-11-24,螺丝椒,辣椒类,3.306
2020-11-24,西兰花,花菜类,36.545
2020-11-24,西峡花菇,食用菌,14.653
2020-11-24,西峡香菇,食用菌,6.729
2020-11-24,金针菇,食用菌,13.113
2020-11-24,金针菇(袋),食用菌,38.0
2020-11-24,青尖椒,辣椒类,1.5539999999999998
2020-11-24,青梗散花,花菜类,24.382
2020-11-24,青线椒,辣椒类,2.39
2020-11-24,青茄子,茄类,5.202
2020-11-24,鲜木耳,食用菌,0.98
2020-11-24,黄心菜,花叶类,0.669
2020-11-25,七彩椒,辣椒类,0.222
2020-11-25,上海青,花叶类,6.667
2020-11-25,云南油麦菜,花叶类,4.677
2020-11-25,云南生菜,花叶类,6.85
2020-11-25,净藕,水生根茎类,38.697
2020-11-25,圆茄子,茄类,2.223
2020-11-25,大白菜,花叶类,94.998
2020-11-25,大龙茄子,茄类,1.815
2020-11-25,奶白菜,花叶类,4.968
2020-11-25,姬菇(包),食用菌,5.0
2020-11-25,娃娃菜,花叶类,4.0
2020-11-25,小白菜,花叶类,0.292
2020-11-25,小米椒,辣椒类,1.036
2020-11-25,平菇,食用菌,11.936
2020-11-25,杏鲍菇,食用菌,1.592
2020-11-25,杏鲍菇(袋),食用菌,2.0
2020-11-25,枝江红菜苔,花叶类,5.078
2020-11-25,泡泡椒(精品),辣椒类,26.619
2020-11-25,海鲜菇(袋),食用菌,8.0
2020-11-25,牛首油菜,花叶类,57.956
2020-11-25,甜白菜,花叶类,8.938
2020-11-25,白玉菇(袋),食用菌,6.0
2020-11-25,白菜苔,花叶类,3.433
2020-11-25,秀珍菇,食用菌,1.123
2020-11-25,紫茄子,茄类,8.346
2020-11-25,红杭椒,辣椒类,1.1340000000000001
2020-11-25,红椒,辣椒类,2.823
2020-11-25,红灯笼椒,辣椒类,0.581
2020-11-25,茼蒿,花叶类,12.965
2020-11-25,菜心,花叶类,2.9720000000000004
2020-11-25,菠菜,花叶类,18.133
2020-11-25,蔡甸藜蒿,花叶类,1.037
2020-11-25,虫草花(袋),食用菌,5.0
2020-11-25,螺丝椒,辣椒类,3.304
2020-11-25,西兰花,花菜类,15.184000000000001
2020-11-25,西峡花菇,食用菌,17.311
2020-11-25,西峡香菇,食用菌,5.745
2020-11-25,豌豆尖,花叶类,4.749
2020-11-25,金针菇,食用菌,12.944
2020-11-25,金针菇(袋),食用菌,18.0
2020-11-25,青尖椒,辣椒类,0.509
2020-11-25,青梗散花,花菜类,21.953
2020-11-25,青线椒,辣椒类,2.826
2020-11-25,青茄子,茄类,0.815
2020-11-25,鲜木耳,食用菌,0.9299999999999999
2020-11-26,七彩椒,辣椒类,0.434
2020-11-26,上海青,花叶类,2.349
2020-11-26,云南油麦菜,花叶类,9.398
2020-11-26,云南生菜,花叶类,4.616
2020-11-26,净藕,水生根茎类,24.099
2020-11-26,圆茄子,茄类,1.254
2020-11-26,大白菜,花叶类,174.597
2020-11-26,大龙茄子,茄类,1.846
2020-11-26,奶白菜,花叶类,4.032
2020-11-26,姬菇(包),食用菌,4.0
2020-11-26,娃娃菜,花叶类,8.0
2020-11-26,小米椒,辣椒类,1.467
2020-11-26,平菇,食用菌,16.747
2020-11-26,杏鲍菇,食用菌,1.792
2020-11-26,杏鲍菇(袋),食用菌,4.0
2020-11-26,枝江红菜苔,花叶类,2.427
2020-11-26,泡泡椒(精品),辣椒类,34.789
2020-11-26,海鲜菇(袋),食用菌,4.0
2020-11-26,牛首油菜,花叶类,25.312
2020-11-26,白玉菇(袋),食用菌,33.0
2020-11-26,白菜苔,花叶类,3.212
2020-11-26,秀珍菇,食用菌,0.839
2020-11-26,紫茄子,茄类,8.114
2020-11-26,红杭椒,辣椒类,0.23900000000000002
2020-11-26,红椒,辣椒类,4.299
2020-11-26,红灯笼椒,辣椒类,0.162
2020-11-26,茼蒿,花叶类,21.374
2020-11-26,菜心,花叶类,1.8279999999999998
2020-11-26,菠菜,花叶类,14.022
2020-11-26,蔡甸藜蒿,花叶类,2.175
2020-11-26,虫草花(袋),食用菌,5.0
2020-11-26,螺丝椒,辣椒类,3.248
2020-11-26,西兰花,花菜类,20.303
2020-11-26,西峡花菇,食用菌,8.325
2020-11-26,西峡香菇,食用菌,6.023
2020-11-26,豌豆尖,花叶类,3.879
2020-11-26,金针菇,食用菌,14.55
2020-11-26,金针菇(袋),食用菌,12.0
2020-11-26,青尖椒,辣椒类,1.044
2020-11-26,青梗散花,花菜类,14.463000000000001
2020-11-26,青线椒,辣椒类,2.404
2020-11-26,青茄子,茄类,1.654
2020-11-26,黄心菜,花叶类,1.806
2020-11-26,黄白菜,花叶类,3.896
2020-11-27,上海青,花叶类,1.405
2020-11-27,云南油麦菜,花叶类,11.147
2020-11-27,云南生菜,花叶类,20.762
2020-11-27,净藕,水生根茎类,23.178
2020-11-27,圆茄子,茄类,1.219
2020-11-27,大白菜,花叶类,115.725
2020-11-27,大龙茄子,茄类,2.547
2020-11-27,奶白菜,花叶类,3.635
2020-11-27,姬菇(包),食用菌,5.0
2020-11-27,娃娃菜,花叶类,6.0
2020-11-27,小白菜,花叶类,0.309
2020-11-27,小米椒,辣椒类,1.423
2020-11-27,平菇,食用菌,13.683
2020-11-27,杏鲍菇,食用菌,1.9929999999999999
2020-11-27,杏鲍菇(袋),食用菌,2.0
2020-11-27,枝江红菜苔,花叶类,2.957
2020-11-27,泡泡椒(精品),辣椒类,37.24
2020-11-27,海鲜菇(袋),食用菌,12.0
2020-11-27,灯笼椒,辣椒类,0.562
2020-11-27,牛首油菜,花叶类,31.473
2020-11-27,白玉菇(袋),食用菌,7.0
2020-11-27,白菜苔,花叶类,2.2279999999999998
2020-11-27,秀珍菇,食用菌,0.25
2020-11-27,紫茄子,茄类,7.191
2020-11-27,红杭椒,辣椒类,0.447
2020-11-27,红椒,辣椒类,4.61
2020-11-27,红灯笼椒,辣椒类,0.354
2020-11-27,茼蒿,花叶类,10.729
2020-11-27,菜心,花叶类,2.779
2020-11-27,菠菜,花叶类,5.488
2020-11-27,蔡甸藜蒿,花叶类,1.545
2020-11-27,虫草花(袋),食用菌,5.0
2020-11-27,螺丝椒,辣椒类,4.919
2020-11-27,西兰花,花菜类,14.464
2020-11-27,西峡花菇,食用菌,11.599
2020-11-27,西峡香菇,食用菌,9.808
2020-11-27,豌豆尖,花叶类,2.004
2020-11-27,金针菇,食用菌,19.099
2020-11-27,金针菇(袋),食用菌,25.0
2020-11-27,青尖椒,辣椒类,0.9850000000000001
2020-11-27,青梗散花,花菜类,14.47
2020-11-27,青线椒,辣椒类,2.576
2020-11-27,青茄子,茄类,2.218
2020-11-27,鲜木耳,食用菌,0.215
2020-11-27,黄心菜,花叶类,3.73
2020-11-27,黄白菜,花叶类,3.68
2020-11-27,黑皮鸡枞菌,食用菌,0.332
2020-11-28,七彩椒,辣椒类,0.3
2020-11-28,上海青,花叶类,6.347
2020-11-28,云南油麦菜,花叶类,17.47
2020-11-28,云南生菜,花叶类,15.933
2020-11-28,净藕,水生根茎类,30.289
2020-11-28,四川红香椿,花叶类,0.29800000000000004
2020-11-28,圆茄子,茄类,2.221
2020-11-28,大白菜,花叶类,244.4
2020-11-28,大龙茄子,茄类,3.039
2020-11-28,奶白菜,花叶类,10.401
2020-11-28,姬菇(包),食用菌,4.0
2020-11-28,娃娃菜,花叶类,9.0
2020-11-28,小米椒,辣椒类,1.056
2020-11-28,平菇,食用菌,18.223
2020-11-28,杏鲍菇,食用菌,2.857
2020-11-28,杏鲍菇(袋),食用菌,4.0
2020-11-28,枝江红菜苔,花叶类,5.645
2020-11-28,泡泡椒(精品),辣椒类,62.476
2020-11-28,海鲜菇(袋),食用菌,23.0
2020-11-28,灯笼椒,辣椒类,0.983
2020-11-28,牛首油菜,花叶类,30.815
2020-11-28,甜白菜,花叶类,3.245
2020-11-28,白玉菇(袋),食用菌,15.0
2020-11-28,白菜苔,花叶类,4.96
2020-11-28,秀珍菇,食用菌,1.057
2020-11-28,紫茄子,茄类,10.653
2020-11-28,红杭椒,辣椒类,0.834
2020-11-28,红椒,辣椒类,6.918
2020-11-28,红灯笼椒,辣椒类,0.889
2020-11-28,茼蒿,花叶类,22.757
2020-11-28,菜心,花叶类,4.6450000000000005
2020-11-28,菠菜,花叶类,9.137
2020-11-28,蔡甸藜蒿,花叶类,3.762
2020-11-28,虫草花(袋),食用菌,3.0
2020-11-28,螺丝椒,辣椒类,4.831
2020-11-28,西兰花,花菜类,55.646
2020-11-28,西峡花菇,食用菌,21.584
2020-11-28,西峡香菇,食用菌,8.758000000000001
2020-11-28,豌豆尖,花叶类,4.089
2020-11-28,金针菇,食用菌,17.852
2020-11-28,金针菇(袋),食用菌,67.0
2020-11-28,青尖椒,辣椒类,0.735
2020-11-28,青梗散花,花菜类,23.795
2020-11-28,青线椒,辣椒类,3.463
2020-11-28,青茄子,茄类,2.846
2020-11-28,鲜木耳,食用菌,0.802
2020-11-28,黄心菜,花叶类,3.2279999999999998
2020-11-28,黄白菜,花叶类,4.163
2020-11-29,七彩椒,辣椒类,0.388
2020-11-29,上海青,花叶类,4.088
2020-11-29,云南油麦菜,花叶类,45.007
2020-11-29,云南生菜,花叶类,7.05
2020-11-29,净藕,水生根茎类,31.494
2020-11-29,四川红香椿,花叶类,0.125
2020-11-29,圆茄子,茄类,3.124
2020-11-29,大白菜,花叶类,137.562
2020-11-29,大龙茄子,茄类,2.7870000000000004
2020-11-29,姬菇(包),食用菌,3.0
2020-11-29,娃娃菜,花叶类,9.0
2020-11-29,小米椒,辣椒类,2.524
2020-11-29,平菇,食用菌,16.681
2020-11-29,杏鲍菇,食用菌,4.7
2020-11-29,杏鲍菇(袋),食用菌,2.0
2020-11-29,枝江红菜苔,花叶类,5.134
2020-11-29,泡泡椒(精品),辣椒类,47.216
2020-11-29,海鲜菇(袋),食用菌,16.0
2020-11-29,灯笼椒,辣椒类,0.9830000000000001
2020-11-29,牛首油菜,花叶类,31.161
2020-11-29,甜白菜,花叶类,1.73
2020-11-29,白玉菇(袋),食用菌,21.0
2020-11-29,白菜苔,花叶类,2.542
2020-11-29,秀珍菇,食用菌,0.813
2020-11-29,紫茄子,茄类,10.603
2020-11-29,红杭椒,辣椒类,0.695
2020-11-29,红椒,辣椒类,6.014
2020-11-29,茼蒿,花叶类,22.125
2020-11-29,菜心,花叶类,2.42
2020-11-29,菠菜,花叶类,3.784
2020-11-29,蔡甸藜蒿,花叶类,1.959
2020-11-29,虫草花(袋),食用菌,7.0
2020-11-29,螺丝椒,辣椒类,2.584
2020-11-29,西兰花,花菜类,56.877
2020-11-29,西峡花菇,食用菌,27.072
2020-11-29,西峡香菇,食用菌,7.661
2020-11-29,豌豆尖,花叶类,3.366
2020-11-29,金针菇,食用菌,18.039
2020-11-29,金针菇(袋),食用菌,43.0
2020-11-29,青尖椒,辣椒类,1.3279999999999998
2020-11-29,青梗散花,花菜类,20.458000000000002
2020-11-29,青线椒,辣椒类,4.419
2020-11-29,青茄子,茄类,4.188
2020-11-29,鲜木耳,食用菌,1.252
2020-11-29,黄心菜,花叶类,3.546
2020-11-29,黄白菜,花叶类,7.108
2020-11-30,七彩椒,辣椒类,0.607
2020-11-30,上海青,花叶类,4.157
2020-11-30,云南油麦菜,花叶类,4.138
2020-11-30,云南生菜,花叶类,7.395
2020-11-30,净藕,水生根茎类,18.480999999999998
2020-11-30,圆茄子,茄类,2.809
2020-11-30,大白菜,花叶类,97.967
2020-11-30,大龙茄子,茄类,2.028
2020-11-30,奶白菜,花叶类,4.494
2020-11-30,姬菇(包),食用菌,1.0
2020-11-30,娃娃菜,花叶类,9.0
2020-11-30,小米椒,辣椒类,1.378
2020-11-30,平菇,食用菌,7.08
2020-11-30,杏鲍菇,食用菌,1.416
2020-11-30,杏鲍菇(袋),食用菌,4.0
2020-11-30,枝江红菜苔,花叶类,3.44
2020-11-30,泡泡椒(精品),辣椒类,36.782000000000004
2020-11-30,海鲜菇(袋),食用菌,7.0
2020-11-30,灯笼椒,辣椒类,0.6020000000000001
2020-11-30,牛首油菜,花叶类,25.968
2020-11-30,甜白菜,花叶类,3.684
2020-11-30,白玉菇(袋),食用菌,48.0
2020-11-30,白菜苔,花叶类,1.3719999999999999
2020-11-30,秀珍菇,食用菌,0.688
2020-11-30,紫茄子,茄类,6.321
2020-11-30,红杭椒,辣椒类,0.198
2020-11-30,红椒,辣椒类,5.362
2020-11-30,红灯笼椒,辣椒类,0.35
2020-11-30,花茄子,茄类,6.174
2020-11-30,茼蒿,花叶类,11.278
2020-11-30,菜心,花叶类,0.43
2020-11-30,菠菜,花叶类,17.516000000000002
2020-11-30,蔡甸藜蒿,花叶类,0.845
2020-11-30,虫草花(袋),食用菌,6.0
2020-11-30,螺丝椒,辣椒类,3.455
2020-11-30,西兰花,花菜类,20.152
2020-11-30,西峡花菇,食用菌,0.743
2020-11-30,西峡香菇,食用菌,4.843
2020-11-30,豌豆尖,花叶类,3.2760000000000002
2020-11-30,金针菇,食用菌,11.408
2020-11-30,金针菇(袋),食用菌,8.0
2020-11-30,青尖椒,辣椒类,2.103
2020-11-30,青梗散花,花菜类,21.004
2020-11-30,青线椒,辣椒类,3.377
2020-11-30,青茄子,茄类,0.958
2020-11-30,鲜木耳,食用菌,0.308
2020-11-30,黄心菜,花叶类,4.449
2020-11-30,黄白菜,花叶类,7.944
2020-12-01,七彩椒,辣椒类,0.319
2020-12-01,上海青,花叶类,5.221
2020-12-01,云南油麦菜,花叶类,9.147
2020-12-01,云南生菜,花叶类,11.393
2020-12-01,净藕,水生根茎类,25.029
2020-12-01,圆茄子,茄类,0.514
2020-12-01,大白菜,花叶类,155.423
2020-12-01,大龙茄子,茄类,1.469
2020-12-01,奶白菜,花叶类,4.914
2020-12-01,姬菇(包),食用菌,1.0
2020-12-01,娃娃菜,花叶类,9.0
2020-12-01,平菇,食用菌,14.9
2020-12-01,杏鲍菇,食用菌,1.692
2020-12-01,杏鲍菇(袋),食用菌,3.0
2020-12-01,枝江红菜苔,花叶类,3.278
2020-12-01,泡泡椒(精品),辣椒类,34.683
2020-12-01,海鲜菇(袋),食用菌,12.0
2020-12-01,灯笼椒,辣椒类,0.5820000000000001
2020-12-01,牛首油菜,花叶类,38.843
2020-12-01,甜白菜,花叶类,5.451
2020-12-01,白玉菇(袋),食用菌,7.0
2020-12-01,白菜苔,花叶类,0.502
2020-12-01,紫茄子,茄类,3.912
2020-12-01,红杭椒,辣椒类,0.9470000000000001
2020-12-01,红椒,辣椒类,3.9770000000000003
2020-12-01,红灯笼椒,辣椒类,0.313
2020-12-01,花茄子,茄类,1.227
2020-12-01,茼蒿,花叶类,9.599
2020-12-01,菜心,花叶类,4.267
2020-12-01,菠菜,花叶类,4.114
2020-12-01,虫草花(袋),食用菌,12.0
2020-12-01,螺丝椒,辣椒类,2.842
2020-12-01,西兰花,花菜类,12.352
2020-12-01,西峡花菇,食用菌,0.17
2020-12-01,西峡香菇,食用菌,11.57
2020-12-01,豌豆尖,花叶类,3.919
2020-12-01,金针菇,食用菌,10.33
2020-12-01,金针菇(袋),食用菌,25.0
2020-12-01,青尖椒,辣椒类,1.001
2020-12-01,青梗散花,花菜类,13.468
2020-12-01,青线椒,辣椒类,3.218
2020-12-01,青茄子,茄类,2.149
2020-12-01,鲜木耳,食用菌,0.8150000000000001
2020-12-01,黄心菜,花叶类,3.93
2020-12-01,黄白菜,花叶类,18.796
2020-12-02,七彩椒,辣椒类,0.344
2020-12-02,上海青,花叶类,2.9720000000000004
2020-12-02,云南油麦菜,花叶类,5.529
2020-12-02,云南生菜,花叶类,14.029
2020-12-02,净藕,水生根茎类,20.197
2020-12-02,圆茄子,茄类,1.967
2020-12-02,大白菜,花叶类,113.98400000000001
2020-12-02,大龙茄子,茄类,1.26
2020-12-02,奶白菜,花叶类,6.047
2020-12-02,姬菇(包),食用菌,5.0
2020-12-02,娃娃菜,花叶类,4.0
2020-12-02,小米椒,辣椒类,1.163
2020-12-02,平菇,食用菌,12.607
2020-12-02,杏鲍菇,食用菌,1.717
2020-12-02,杏鲍菇(袋),食用菌,5.0
2020-12-02,枝江红菜苔,花叶类,5.57
2020-12-02,泡泡椒(精品),辣椒类,36.025
2020-12-02,海鲜菇(袋),食用菌,12.0
2020-12-02,灯笼椒,辣椒类,0.632
2020-12-02,牛首油菜,花叶类,18.101
2020-12-02,甜白菜,花叶类,3.98
2020-12-02,白玉菇(袋),食用菌,19.0
2020-12-02,紫茄子,茄类,4.558
2020-12-02,红杭椒,辣椒类,0.637
2020-12-02,红椒,辣椒类,3.724
2020-12-02,红灯笼椒,辣椒类,0.576
2020-12-02,花茄子,茄类,0.515
2020-12-02,茼蒿,花叶类,10.551
2020-12-02,荸荠,水生根茎类,2.782
2020-12-02,菜心,花叶类,4.17
2020-12-02,菠菜,花叶类,11.991
2020-12-02,蔡甸藜蒿,花叶类,0.356
2020-12-02,虫草花(袋),食用菌,5.0
2020-12-02,螺丝椒,辣椒类,1.853
2020-12-02,西兰花,花菜类,12.224
2020-12-02,西峡花菇,食用菌,0.395
2020-12-02,西峡香菇,食用菌,30.014
2020-12-02,豌豆尖,花叶类,1.222
2020-12-02,金针菇,食用菌,6.079
2020-12-02,金针菇(袋),食用菌,88.0
2020-12-02,青尖椒,辣椒类,1.016
2020-12-02,青梗散花,花菜类,12.236
2020-12-02,青线椒,辣椒类,2.77
2020-12-02,青茄子,茄类,1.303
2020-12-02,鲜木耳,食用菌,0.329
2020-12-02,黄心菜,花叶类,6.088
2020-12-02,黄白菜,花叶类,5.075
2020-12-03,七彩椒,辣椒类,0.938
2020-12-03,上海青,花叶类,2.7720000000000002
2020-12-03,云南油麦菜,花叶类,3.693
2020-12-03,云南生菜,花叶类,14.3
2020-12-03,净藕,水生根茎类,22.818
2020-12-03,圆茄子,茄类,0.451
2020-12-03,大白菜,花叶类,167.255
2020-12-03,大龙茄子,茄类,3.966
2020-12-03,奶白菜,花叶类,3.141
2020-12-03,姬菇(包),食用菌,4.0
2020-12-03,娃娃菜,花叶类,6.0
2020-12-03,小米椒,辣椒类,1.548
2020-12-03,平菇,食用菌,8.119
2020-12-03,杏鲍菇,食用菌,1.971
2020-12-03,杏鲍菇(袋),食用菌,4.0
2020-12-03,枝江红菜苔,花叶类,5.043
2020-12-03,泡泡椒(精品),辣椒类,32.467
2020-12-03,海鲜菇(袋),食用菌,16.0
2020-12-03,牛首油菜,花叶类,38.684
2020-12-03,甜白菜,花叶类,6.438
2020-12-03,白玉菇(袋),食用菌,6.0
2020-12-03,白菜苔,花叶类,1.305
2020-12-03,紫茄子,茄类,4.756
2020-12-03,红杭椒,辣椒类,1.19
2020-12-03,红椒,辣椒类,3.783
2020-12-03,花茄子,茄类,1.623
2020-12-03,茼蒿,花叶类,5.427
2020-12-03,荸荠,水生根茎类,12.53
2020-12-03,菜心,花叶类,2.752
2020-12-03,菠菜,花叶类,2.96
2020-12-03,蔡甸藜蒿,花叶类,1.413
2020-12-03,虫草花(袋),食用菌,1.0
2020-12-03,螺丝椒,辣椒类,4.899
2020-12-03,西兰花,花菜类,15.288
2020-12-03,西峡香菇,食用菌,26.492
2020-12-03,豌豆尖,花叶类,1.784
2020-12-03,金针菇,食用菌,8.234
2020-12-03,金针菇(袋),食用菌,21.0
2020-12-03,随州泡泡青,花叶类,8.476
2020-12-03,青尖椒,辣椒类,0.973
2020-12-03,青梗散花,花菜类,12.054
2020-12-03,青线椒,辣椒类,2.997
2020-12-03,青茄子,茄类,2.117
2020-12-03,鲜木耳,食用菌,0.579
2020-12-03,黄心菜,花叶类,0.619
2020-12-03,黄白菜,花叶类,2.035
2020-12-04,七彩椒,辣椒类,0.257
2020-12-04,上海青,花叶类,2.349
2020-12-04,云南油麦菜,花叶类,23.721
2020-12-04,云南生菜,花叶类,4.643
2020-12-04,净藕,水生根茎类,23.924
2020-12-04,圆茄子,茄类,1.165
2020-12-04,大白菜,花叶类,115.929
2020-12-04,大龙茄子,茄类,1.5110000000000001
2020-12-04,奶白菜,花叶类,4.496
2020-12-04,姬菇(包),食用菌,3.0
2020-12-04,娃娃菜,花叶类,6.0
2020-12-04,小米椒,辣椒类,1.204
2020-12-04,平菇,食用菌,11.004
2020-12-04,杏鲍菇,食用菌,1.404
2020-12-04,杏鲍菇(袋),食用菌,3.0
2020-12-04,枝江红菜苔,花叶类,6.472
2020-12-04,泡泡椒(精品),辣椒类,31.367
2020-12-04,海鲜菇(袋),食用菌,18.0
2020-12-04,牛首油菜,花叶类,20.347
2020-12-04,牛首生菜,花叶类,5.972
2020-12-04,甜白菜,花叶类,7.3420000000000005
2020-12-04,白玉菇(袋),食用菌,2.0
2020-12-04,白菜苔,花叶类,1.488
2020-12-04,秀珍菇,食用菌,1.403
2020-12-04,紫茄子,茄类,7.508
2020-12-04,红杭椒,辣椒类,0.243
2020-12-04,红椒,辣椒类,2.532
2020-12-04,红灯笼椒,辣椒类,0.419
2020-12-04,花茄子,茄类,0.631
2020-12-04,茼蒿,花叶类,11.861
2020-12-04,荸荠,水生根茎类,63.326
2020-12-04,菜心,花叶类,3.094
2020-12-04,菠菜,花叶类,20.448999999999998
2020-12-04,蔡甸藜蒿,花叶类,0.298
2020-12-04,虫草花(袋),食用菌,13.0
